Hours since 00:00 Jan 1,,Hourly Data: Field collector cosine efficiency
8343.5,,0.736271
8344.5,,0.824868
8345.5,,1
8346.5,,1
8347.5,,1
8348.5,,0
8349.5,,0
8350.5,,0
8351.5,,0
8352.5,,0
8353.5,,0
8354.5,,0
8355.5,,0
8356.5,,0
8357.5,,0
8358.5,,0
8359.5,,0
8360.5,,0
8361.5,,0
8362.5,,0
8363.5,,0
8364.5,,0.548056
8365.5,,0.578558
8366.5,,0.64798
8367.5,,0
8368.5,,0
8369.5,,0
8370.5,,0
8371.5,,0
8372.5,,0
8373.5,,0
8374.5,,0
8375.5,,0
8376.5,,0
8377.5,,0
8378.5,,0
8379.5,,0
8380.5,,0
8381.5,,0
8382.5,,0
8383.5,,0
8384.5,,0.805504
8385.5,,0.716271
8386.5,,0.630821
8387.5,,0.568302
8388.5,,0.547478
8389.5,,0.577591
8390.5,,0.646835
8391.5,,0.733767
8392.5,,0.822841
8393.5,,1
8394.5,,1
8395.5,,0
8396.5,,0
8397.5,,0
8398.5,,0
8399.5,,0
8400.5,,0
8401.5,,0
8402.5,,0
8403.5,,0
8404.5,,0
8405.5,,0
8406.5,,0
8407.5,,0
8408.5,,0.805966
8409.5,,0.716778
8410.5,,0.63175
8411.5,,0.568277
8412.5,,0.547005
8413.5,,0.576721
8414.5,,0.645773
8415.5,,0.73271
8416.5,,0.821907
8417.5,,1
8418.5,,1
8419.5,,1
8420.5,,0
8421.5,,0
8422.5,,0
8423.5,,0
8424.5,,0
8425.5,,0
8426.5,,0
8427.5,,0
8428.5,,0
8429.5,,0
8430.5,,0
8431.5,,0
8432.5,,0.806491
8433.5,,0.71718
8434.5,,0.631649
8435.5,,0.567148
8436.5,,0.546637
8437.5,,0.575141
8438.5,,0.644795
8439.5,,0.731725
8440.5,,0
8441.5,,0
8442.5,,0
8443.5,,0
8444.5,,0
8445.5,,0
8446.5,,0
8447.5,,0
8448.5,,0
8449.5,,0
8450.5,,0
8451.5,,0
8452.5,,0
8453.5,,0
8454.5,,0
8455.5,,0
8456.5,,0.80708
8457.5,,0.717823
8458.5,,0.632321
8459.5,,0.568537
8460.5,,0.546374
8461.5,,0.575275
8462.5,,0.643904
8463.5,,0.730812
8464.5,,0.820206
8465.5,,1
8466.5,,1
8467.5,,1
8468.5,,0
8469.5,,0
8470.5,,0
8471.5,,0
8472.5,,0
8473.5,,0
8474.5,,0
8475.5,,0
8476.5,,0
8477.5,,0
8478.5,,0
8479.5,,0
8480.5,,0.807732
8481.5,,0.718539
8482.5,,0.633167
8483.5,,0.568821
8484.5,,0.546217
8485.5,,0.574701
8486.5,,0.643101
8487.5,,0.729972
8488.5,,0.819441
8489.5,,1
8490.5,,1
8491.5,,1
8492.5,,0
8493.5,,0
8494.5,,0
8495.5,,0
8496.5,,0
8497.5,,0
8498.5,,0
8499.5,,0
8500.5,,0
8501.5,,0
8502.5,,0
8503.5,,0
8504.5,,0.808445
8505.5,,0.719253
8506.5,,0.633824
8507.5,,0.569206
8508.5,,0.546166
8509.5,,0.574227
8510.5,,0.642386
8511.5,,0.729208
8512.5,,0.818734
8513.5,,1
8514.5,,1
8515.5,,0
8516.5,,0
8517.5,,0
8518.5,,0
8519.5,,0
8520.5,,0
8521.5,,0
8522.5,,0
8523.5,,0
8524.5,,0
8525.5,,0
8526.5,,0
8527.5,,0
8528.5,,0.809219
8529.5,,0.720032
8530.5,,0.634299
8531.5,,0.569693
8532.5,,0.54622
8533.5,,0.573854
8534.5,,0.641762
8535.5,,0.72852
8536.5,,0.818087
8537.5,,1
8538.5,,1
8539.5,,1
8540.5,,0
8541.5,,0
8542.5,,0
8543.5,,0
8544.5,,0
8545.5,,0
8546.5,,0
8547.5,,0
8548.5,,0
8549.5,,0
8550.5,,0
8551.5,,0
8552.5,,0.810052
8553.5,,0.720922
8554.5,,0.635138
8555.5,,0.570279
8556.5,,0.54638
8557.5,,0.573583
8558.5,,0.641228
8559.5,,0.72791
8560.5,,0.817501
8561.5,,1
8562.5,,1
8563.5,,0
8564.5,,0
8565.5,,0
8566.5,,0
8567.5,,0
8568.5,,0
8569.5,,0
8570.5,,0
8571.5,,0
8572.5,,0
8573.5,,0
8574.5,,0
8575.5,,0
8576.5,,0
8577.5,,0.721804
8578.5,,0.635743
8579.5,,0.570966
8580.5,,0.546646
8581.5,,0.573414
8582.5,,0.640786
8583.5,,0.727378
8584.5,,0.816976
8585.5,,1
8586.5,,1
8587.5,,1
8588.5,,0
8589.5,,0
8590.5,,0
8591.5,,0
8592.5,,0
8593.5,,0
8594.5,,0
8595.5,,0
8596.5,,0
8597.5,,0
8598.5,,0
8599.5,,0
8600.5,,0
8601.5,,0.722839
8602.5,,0.637338
8603.5,,0.571751
8604.5,,0.547017
8605.5,,0.572225
8606.5,,0.640437
8607.5,,0.726926
8608.5,,0.816158
8609.5,,1
8610.5,,1
8611.5,,0
8612.5,,0
8613.5,,0
8614.5,,0
8615.5,,0
8616.5,,0
8617.5,,0
8618.5,,0
8619.5,,0
8620.5,,0
8621.5,,0
8622.5,,0
8623.5,,0
8624.5,,0
8625.5,,0.723947
8626.5,,0.638433
8627.5,,0.571477
8628.5,,0.547493
8629.5,,0.572877
8630.5,,0.640182
8631.5,,0.726554
8632.5,,0.816113
8633.5,,1
8634.5,,1
8635.5,,1
8636.5,,0
8637.5,,0
8638.5,,0
8639.5,,0
8640.5,,0
8641.5,,0
8642.5,,0
8643.5,,0
8644.5,,0
8645.5,,0
8646.5,,0
8647.5,,0
8648.5,,0.813959
8649.5,,0.725125
8650.5,,0.639613
8651.5,,0.573613
8652.5,,0.546433
8653.5,,0.572678
8654.5,,0.639541
8655.5,,0.726264
8656.5,,0.815777
8657.5,,1
8658.5,,1
8659.5,,1
8660.5,,0
8661.5,,0
8662.5,,0
8663.5,,0
8664.5,,0
8665.5,,0
8666.5,,0
8667.5,,0
8668.5,,0
8669.5,,0
8670.5,,0
8671.5,,0
8672.5,,0.815073
8673.5,,0.726501
8674.5,,0.640875
8675.5,,0.574688
8676.5,,0.548759
8677.5,,0.573772
8678.5,,0.639955
8679.5,,0.726056
8680.5,,0.815505
8681.5,,1
8682.5,,1
8683.5,,1
8684.5,,0
8685.5,,0
8686.5,,0
8687.5,,0
8688.5,,0
8689.5,,0
8690.5,,0
8691.5,,0
8692.5,,0
8693.5,,0
8694.5,,0
8695.5,,0
8696.5,,0.816239
8697.5,,0.72782
8698.5,,0.642219
8699.5,,0.575859
8700.5,,0.549548
8701.5,,0.574121
8702.5,,0.63963
8703.5,,0.725931
8704.5,,0.815299
8705.5,,1
8706.5,,1
8707.5,,0.676372
8708.5,,0
8709.5,,0
8710.5,,0
8711.5,,0
8712.5,,0
8713.5,,0
8714.5,,0
8715.5,,0
8716.5,,0
8717.5,,0
8718.5,,0
8719.5,,0
8720.5,,0
8721.5,,0
8722.5,,0
8723.5,,0.577123
8724.5,,0.550441
8725.5,,0.574575
8726.5,,0.640112
8727.5,,0.725889
8728.5,,0
8729.5,,0
8730.5,,0
8731.5,,0
8732.5,,0
8733.5,,0
8734.5,,0
8735.5,,0
8736.5,,0
8737.5,,0
8738.5,,0
8739.5,,0
8740.5,,0
8741.5,,0
8742.5,,0
8743.5,,0
8744.5,,0.818724
8745.5,,0.730519
8746.5,,0.644607
8747.5,,0.578479
8748.5,,0.551437
8749.5,,0.575133
8750.5,,0.640335
8751.5,,0.725932
8752.5,,0.815084
8753.5,,1
8754.5,,1
8755.5,,1
8756.5,,0
8757.5,,0
8758.5,,0
8759.5,,0
